"x1","x2","y"
2.3879545948859,21.6412731088807,1
2.81493382440251,21.7863870690538,1
4.37131622578881,23.3284457684975,1
2.37676091614643,22.7453632001609,1
3.22485195587677,21.9990809702175,1
3.72705454556738,24.2435251499969,1
4.1735415455177,21.6247887412875,1
1.6121179586698,21.1967317083059,1
2.34324085967611,21.4670951035207,1
2.50607462802083,21.7220161967648,1
3.87026619151275,23.2499056742726,1
3.56276964141923,22.0604461883099,1
3.5136819491607,22.1804745654913,1
3.60514173532188,21.5865663522148,1
3.05452307007239,20.9827318435968,1
4.39574785012547,23.6992764915297,1
3.20704627211804,22.6552560507475,1
1.27035746947516,20.3233616962057,1
3.14625829390842,23.0685257617882,1
1.56550828740303,22.6155929730302,1
2.32075312688041,20.8297219608239,1
3.96581262433858,20.6566437486978,1
1.60858482113896,21.6143233456012,1
2.7233620601294,21.014161297547,1
2.8027044239134,21.114695807446,1
1.02649505965544,21.0520664293521,1
3.86793136701925,22.5831583599682,1
3.74318387243131,21.5224661601768,1
1.92369275968767,21.1049962394368,1
4.15528125451006,23.016389892071,1
3.36644675665413,22.372210942554,1
2.55182039923318,21.9371008003595,1
3.96053157794053,22.5898715461481,1
3.43829763385802,23.0826741823769,1
3.82175336887614,22.6012668070574,1
3.4304889721614,22.7622709360771,1
2.93128725299355,23.0281262661429,1
2.72879214043191,22.1639736312657,1
2.89799435335729,21.5720627678261,1
2.09609863849443,22.2449062569455,1
1.90161418008744,21.8951180360496,1
2.54573987559528,22.0941368351033,1
1.78476874613002,21.0235004812415,1
5.19232400369264,23.5644179276533,1
3.36579955307333,23.7264520016033,1
2.32748922931111,20.727229642164,1
1.5574250013232,22.7447579943398,1
1.82955929585769,22.3621699220429,1
3.79331978609523,22.5576194269947,1
3.44101072069899,21.4145898203922,1
-0.00909955491639147,19.7786392925588,-1
0.837946697447473,20.6069889384484,-1
0.620257276869222,19.9524598558193,-1
1.20320758416279,19.1948309758858,-1
0.235600449350875,19.1161478427202,-1
1.10120251402598,19.8208071788557,-1
0.0387580232959854,19.6017475565165,-1
-0.258260711070825,18.3693005328253,-1
0.182227480895428,20.159200867581,-1
1.98316483832189,20.6085839805549,-1
-0.0246208183987489,20.0280906471806,-1
2.0511010509745,20.0019240443084,-1
0.228950096657072,17.968794851899,-1
-0.668638041099649,21.5724018938428,-1
1.6582486276039,20.2413910394435,-1
1.11169266630111,20.4099202578418,-1
0.773233431691317,20.4098031057252,-1
0.687022633304592,19.2032420075959,-1
0.00570342847207006,19.5225654727857,-1
-0.0714038131034316,19.2975607142817,-1
1.20957519557835,19.9941946879367,-1
0.146816397912444,19.2121094314378,-1
0.592198418608899,19.5581311648704,-1
-0.28600829366262,20.8424436053536,-1
2.96749938574042,21.2261632894676,-1
0.983392956674297,18.8873966895996,-1
1.18495655172289,20.222744950894,-1
0.912275701501222,20.2227564509444,-1
-0.051254019410377,19.3852694594998,-1
1.16742805227727,19.7090627195662,-1
2.78268080743883,20.7193546734676,-1
0.759421391833492,21.022606567923,-1
1.21053395189493,19.8608835639414,-1
1.06686344150212,19.2013505788487,-1
-0.660024469633353,18.1036959614256,-1
2.07835471423765,20.8811788198891,-1
-0.81991155206322,19.2900087376504,-1
1.59844469578824,20.6831819879854,-1
2.27630529680562,22.0303590819901,-1
-0.000802149166061472,18.4999058336617,-1
1.50054040762168,20.7149857172033,-1
0.935273269114379,19.6105873576235,-1
-0.408808544318103,18.6857749838555,-1
0.135941012523201,18.2405776545457,-1
0.268429755268664,17.9576282219407,-1
-0.458385227608312,20.5388281571397,-1
-0.566271882566441,19.034436941106,-1
2.22138908189895,19.970117720274,-1
3.12433065155026,21.5131647348698,-1
0.478138954607411,18.2926588700101,-1
